0,1,2,3,4,5
HIDCL,42,20,22,,
MDB,20,51,300,,
MDB,20,58,180,,
MDB,20,34,500,,
BOKL,21,42,77,,
BOKL,34,42,69,,
AHPC,42,20,30,,
BOKL,22,42,50,,
AHPC,42,5,47,,
BOKL,45,42,30,,
SHIVM,8,28,330,,
SHIVM,8,35,10,,
SHIVM,8,46,50,,
SHIVM,8,46,20,,
SHIVM,8,4,160,,
SHIVM,8,58,50,,
SHIVM,8,17,80,,
LBBL,58,44,200,,
EIC,35,57,35,,
GILB,51,35,50,,
SPDL,22,42,190,,
SPDL,22,56,100,,
SPDL,22,20,1710,,
JFL,45,50,400,,
NIFRA,17,7,50,,
BOKL,21,41,470,,
BOKL,21,11,239,,
BOKL,21,45,50,,
BOKL,21,6,100,,
BOKL,21,51,101,,
BOKL,21,4,40,,
JOSHI,25,14,120,,
NBL,11,45,1880,,
NBL,11,41,120,,
JFL,41,50,40,,
MEN,39,6,20,,
MEN,39,29,10,,
MEN,39,45,10,,
MEN,39,41,10,,
MEN,39,44,10,,
MEN,39,4,50,,
MEN,39,42,10,,
MEN,39,51,10,,
MEN,39,17,10,,
MEN,39,34,10,,
MEN,39,22,10,,
MEN,39,55,10,,
MEN,39,49,10,,
MEN,39,44,10,,
MEN,39,38,10,,
NIFRA,17,50,50,,
MLBL,48,58,2,,
SHIVM,45,17,200,,
SJCL,33,25,20,,
LGIL,38,28,100,,
LBBL,38,44,50,,
GUFL,21,55,40,,
GUFL,21,51,25,,
GUFL,21,28,15,,
SGI,14,17,25,,
SGI,34,17,25,,
ULI,34,47,10,,
ULI,34,19,10,,
ULI,34,36,10,,
ULI,34,16,10,,
KBL,54,46,10,,
RHPL,50,49,500,,
NHPC,25,36,153,,
NHPC,21,36,30,,
NHPC,14,36,400,,
NHPC,58,36,20,,
NHPC,38,36,197,,
GFCL,36,45,50,,
AHPC,40,5,453,,
KRBL,58,45,100,,
AKPL,58,49,10,,
NLIC,57,57,50,,
HIDCL,48,20,100,,
NUBL,16,59,90,,
NBL,16,41,20,,
JBBL,35,36,1000,,
AKPL,35,4,111,,
SINDU,45,42,40,,
SINDU,46,42,600,,
SINDU,4,42,200,,
SINDU,46,42,160,,
UMHL,59,56,100,,
HIDCL,53,20,500,,
RHPC,50,38,400,,
RHPC,39,38,100,,
RHPC,45,38,500,,
SHIVM,17,17,50,,
SHIVM,26,17,135,,
SHIVM,45,17,15,,
SHIVM,45,17,20,,
NMB,22,10,42,,
NMB,48,10,100,,
NMB,8,10,10,,
NMB,13,10,20,,
UMHL,14,56,100,,
AKPL,35,13,77,,
AKPL,36,13,33,,
UPPER,49,34,50,,
BOKL,45,32,20,,
AHPC,42,20,100,,
NGPL,37,7,98,,
NGPL,59,7,100,,
NGPL,47,7,100,,
NGPL,34,7,40,,
NGPL,34,7,300,,
NGPL,42,7,45,,
NGPL,57,7,117,,
GBIME,7,57,50,,
SHEL,38,1,10,,
GBLBS,18,38,20,,
NIL,54,45,20,,
GBBL,22,6,50,,
ICFC,8,48,10,,
ICFC,39,48,20,,
MNBBL,41,4,500,,
NBL,57,43,394,,
JBBL,47,45,400,,
NBL,45,43,200,,
NBL,35,43,500,,
NBL,52,43,229,,
NBL,4,43,30,,
NBL,49,43,35,,
NBL,38,43,112,,
KEF,6,54,150,,
RLFL,36,53,180,,
RLFL,36,49,10,,
RLFL,36,45,100,,
RLFL,36,57,10,,
RLFL,36,41,40,,
RLFL,36,47,10,,
RLFL,36,4,50,,
HIDCL,42,20,100,,
JBBL,29,45,199,,
MFIL,1,33,50,,
RADHI,48,58,11,,
NGPL,57,4,45,,
SPDL,59,57,200,,
API,44,22,200,,
AKPL,6,49,58,,
RHPC,58,38,100,,
RHPC,45,38,1000,,
RHPC,8,38,100,,
RHPC,43,38,500,,
RHPC,38,38,200,,
RHPC,14,38,200,,
RHPC,56,38,100,,
RHPC,34,38,200,,
RHPC,50,38,100,,
GFCL,45,1,30,,
GFCL,45,45,70,,
MEGA,17,21,36,,
API,44,50,25,,
API,44,58,515,,
HIDCL,34,20,100,,
HIDCL,32,20,100,,
LBBL,42,1,80,,
CFCL,28,56,250,,
CFCL,28,49,250,,
UPPER,16,34,640,,
UPPER,57,34,50,,
KRBL,38,45,50,,
MLBL,50,5,150,,
LGIL,41,32,50,,
GBBL,20,14,59,,
GBBL,20,34,160,,
GBBL,20,28,50,,
GBBL,20,42,100,,
GBBL,20,59,100,,
GBBL,20,26,100,,
GBBL,20,58,100,,
ULI,21,8,10,,
GBBL,20,46,500,,
GBBL,20,54,30,,
GBBL,20,19,100,,
GBBL,20,1,90,,
GBBL,20,6,200,,
GBBL,20,42,100,,
GBBL,20,22,200,,
GBBL,20,6,200,,
GBBL,20,25,300,,
GBBL,20,8,100,,
GBBL,20,19,11,,
HURJA,7,45,100,,
LBBL,41,1,20,,
NHPC,59,28,500,,
PLI,25,45,15,,
PLI,25,59,10,,
PLI,25,46,10,,
PLI,25,25,10,,
PLI,25,39,10,,
PLI,25,58,10,,
PLI,25,52,10,,
PLI,25,34,10,,
PLI,25,42,10,,
PLI,25,34,10,,
PLI,25,4,30,,
PLI,25,5,60,,
PLI,25,59,10,,
PLI,25,8,10,,
PLI,25,16,10,,
PLI,25,51,10,,
PLI,25,36,20,,
PLI,25,45,10,,
PLI,25,1,15,,
PLI,25,32,10,,
PLI,25,37,10,,
ULI,21,17,10,,
CHDC,7,38,10,,
GHL,43,6,84,,
LICN,6,44,30,,
LICN,6,10,90,,
UPCL,57,6,25,,
LICN,6,41,10,,
UPCL,16,6,225,,
SPDL,34,57,50,,
MNBBL,51,40,15,,
PCBL,46,29,20,,
PCBL,46,32,280,,
PCBL,46,55,200,,
LEC,32,26,56,,
LEC,32,42,10,,
LEC,32,29,34,,
ICFC,39,42,30,,
JOSHI,52,34,100,,
RLFL,8,4,50,,
GBLBS,18,42,10,,
NUBL,58,59,40,,
SPDL,48,57,510,,
JFL,45,1,190,,
JFL,4,1,10,,
JFL,34,1,50,,
NLIC,32,35,30,,
NLIC,58,35,35,,
NLIC,45,35,20,,
NLIC,57,35,45,,
ICFC,47,4,95,,
NRIC,20,16,100,,
LEC,49,29,20,,
HIDCL,36,20,500,,
PROFL,14,32,200,,
ULI,21,45,10,,
HIDCL,34,20,2000,,
MHNL,57,52,30,,
NUBL,58,59,50,,
RLFL,28,4,50,,
NLICL,59,26,35,,
SGI,58,41,10,,
CBL,41,57,100,,
NLICL,59,26,10,,
BPCL,49,46,13,,
LBBL,41,38,30,,
LBBL,45,38,70,,
LBBL,10,38,200,,
LBBL,58,38,300,,
HIDCL,17,20,500,,
KKHC,21,6,90,,
KKHC,21,58,60,,
KKHC,21,35,15,,
KKHC,21,19,50,,
DHPL,11,38,87,,
DHPL,11,16,13,,
CHDC,34,55,10,,
PMHPL,47,53,10,,
NUBL,47,59,152,,
NHPC,33,47,100,,
SFCL,58,49,100,,
HDL,14,57,10,,
KKHC,57,19,50,,
NHPC,25,56,290,,
BOKL,4,59,77,,
BOKL,25,59,23,,
UPPER,48,25,123,,
UPPER,46,25,170,,
UNHPL,38,7,10,,
HGI,14,40,60,,
HGI,14,1,140,,
API,43,58,300,,
JBBL,29,17,500,,
JBBL,29,49,100,,
JBBL,29,36,201,,
KBL,50,5,1025,,
NLG,5,29,91,,
NLG,5,44,109,,
API,52,58,185,,
API,52,10,35,,
API,52,41,180,,
MBL,57,29,897,,
BFC,45,40,500,,
NMFBS,56,45,12,,
JBBL,45,45,40,,
AKPL,6,45,225,,
UPCL,22,55,500,,
UPCL,58,55,500,,
KSBBL,35,28,58,,
KSBBL,8,28,1000,,
KSBBL,58,28,500,,
KSBBL,49,28,442,,
HURJA,7,57,35,,
NBB,41,58,8,,
NBB,41,58,100,,
NBB,41,55,92,,
AKPL,41,45,200,,
NIL,54,4,50,,
AKPL,22,45,75,,
NIL,54,50,250,,
ULI,21,18,10,,
AKPL,14,45,200,,
MLBL,41,5,150,,
CZBIL,50,45,11,,
CORBL,43,14,290,,
CORBL,43,49,10,,
PLI,38,42,10,,
SPDL,48,57,28,,
SPDL,35,57,100,,
CIT,41,56,23,,
CZBIL,50,4,44,,
ULI,21,16,10,,
SKBBL,56,45,235,,
SKBBL,56,59,50,,
API,49,41,20,,
API,49,41,480,,
HDHPC,53,58,100,,
ICFC,8,7,190,,
ICFC,28,7,10,,
BOKL,25,48,27,,
BOKL,21,48,23,,
NLIC,21,44,6,,
MFIL,34,33,50,,
AKPL,43,45,300,,
PRIN,45,6,100,,
SAPDBL,32,58,460,,
SAPDBL,43,58,40,,
LBBL,58,39,15,,
LBBL,58,44,185,,
NGPL,57,42,38,,
API,1,19,10,,
NHPC,56,47,100,,
NGPL,59,42,200,,
CCBL,39,57,10,,
LGIL,41,7,50,,
GHL,13,52,30,,
TRH,34,53,100,,
MDB,20,48,70,,
MDB,20,55,400,,
MDB,20,44,20,,
MDB,20,25,200,,
MDB,20,4,300,,
MDB,20,20,70,,
MDB,20,26,30,,
MDB,20,55,10,,
KBL,50,5,592,,
KBL,26,5,58,,
KBL,7,5,300,,
KBL,17,5,50,,
NLIC,35,57,25,,
LBBL,10,59,300,,
NLIC,46,57,100,,
SFCL,8,49,100,,
SFCL,56,49,20,,
RLFL,28,38,50,,
HIDCL,17,20,500,,
NIFRA,17,17,60,,
ULI,17,57,10,,
NUBL,13,59,30,,
BFC,19,39,50,,
BFC,19,45,100,,
BFC,19,36,50,,
BFC,19,44,100,,
GILB,51,34,40,,
HIDCL,34,20,50,,
CZBIL,50,19,100,,
AKPL,39,49,130,,
GBBL,20,19,14,,
GBBL,20,42,100,,
GBBL,20,45,95,,
GBBL,20,58,100,,
GBBL,20,14,50,,
GBBL,20,13,200,,
GBBL,20,56,194,,
GBBL,20,47,200,,
GBBL,20,26,200,,
GBBL,20,1,1000,,
GBBL,20,55,347,,
SHEL,21,8,10,,
MHNL,58,57,10,,
BFC,41,57,200,,
NICL,57,44,100,,
NICL,41,36,30,,
ULI,21,49,10,,
NBL,38,48,12,,
NBL,38,54,100,,
NBL,38,45,276,,
HIDCL,1,20,250,,
API,43,41,20,,
API,43,54,100,,
API,43,57,580,,
SEF,43,51,100,,
SEF,43,38,100,,
ICFC,37,45,95,,
GBBL,20,55,153,,
GBBL,20,34,600,,
GBBL,20,46,30,,
GBBL,20,6,17,,
SMFDB,41,17,15,,
AKPL,42,49,60,,
KKHC,21,58,15,,
JBBL,19,36,200,,
KEF,6,54,350,,
UMHL,56,55,162,,
UMHL,56,49,190,,
UMHL,56,56,48,,
NMB,18,37,51,,
PIC,59,45,12,,
PIC,59,52,73,,
PIC,59,53,15,,
KSBBL,49,7,23,,
DHPL,14,16,100,,
PRIN,45,6,100,,
PRIN,39,6,81,,
PRIN,17,6,719,,
NMB,45,10,100,,
MBL,49,29,25,,
MBL,44,29,164,,
GIC,50,25,60,,
GIC,50,55,10,,
GIC,50,48,10,,
GIC,50,32,10,,
GIC,50,47,17,,
NBL,32,45,200,,
HGI,36,1,50,,
,42,57,10,,
NABIL,57,44,20,,
NABIL,57,13,100,,
BFC,41,51,10,,
ULI,41,34,10,,
ULI,41,45,10,,
ULI,41,59,10,,
ULI,41,49,10,,
ULI,41,50,10,,
ULI,41,45,10,,
ULI,41,45,10,,
ULI,41,52,10,,
ULI,41,57,10,,
KSBBL,49,7,100,,
AKPL,53,49,100,,
API,1,17,24,,
MLBL,17,14,100,,
BFC,41,42,250,,
HIDCL,43,20,100,,
NHPC,20,28,750,,
NHPC,20,1,50,,
NHPC,20,34,200,,
NHPC,20,32,1000,,
NHPC,20,35,1000,,
DHPL,48,16,99,,
DHPL,48,53,11,,
DHPL,48,45,30,,
DHPL,48,26,60,,
KKHC,21,16,270,,
NIFRA,17,52,40,,
HIDCL,4,20,150,,
AKJCL,48,49,40,,
LICN,10,41,50,,
CHDC,7,10,10,,
HIDCL,48,20,500,,
ICFC,48,45,300,,
AHPC,42,34,500,,
CORBL,43,19,100,,
NRN,57,35,10,,
NRN,57,34,50,,
NIFRA,57,11,10,,
SGI,14,48,10,,
ULI,21,4,10,,
UPPER,46,41,30,,
UPPER,49,41,50,,
NBB,25,55,408,,
NBB,25,46,30,,
NBB,25,34,50,,
API,49,57,200,,
NBB,25,6,512,,
AHPC,42,49,100,,
SLICL,25,44,505,,
AHPC,42,38,200,,
JFL,38,50,50,,
HIDCL,55,14,260,,
HIDCL,1,14,20,,
HIDCL,17,14,20,,
CBBL,55,32,50,,
PLI,34,1,10,,
PLI,34,56,10,,
PLI,34,58,10,,
PLI,34,26,10,,
PLI,34,11,10,,
PLI,34,42,10,,
PLI,34,5,40,,
HIDCL,42,20,22,,
MDB,20,51,300,,
MDB,20,58,180,,
MDB,20,34,500,,
BOKL,21,42,77,,
BOKL,34,42,69,,
AHPC,42,20,30,,
BOKL,22,42,50,,
AHPC,42,5,47,,
BOKL,45,42,30,,
SHIVM,8,28,330,,
SHIVM,8,35,10,,
SHIVM,8,46,50,,
SHIVM,8,46,20,,
SHIVM,8,4,160,,
SHIVM,8,58,50,,
SHIVM,8,17,80,,
LBBL,58,44,200,,
EIC,35,57,35,,
GILB,51,35,50,,
SPDL,22,42,190,,
SPDL,22,56,100,,
SPDL,22,20,1710,,
JFL,45,50,400,,
NIFRA,17,7,50,,
BOKL,21,41,470,,
BOKL,21,11,239,,
BOKL,21,45,50,,
BOKL,21,6,100,,
BOKL,21,51,101,,
BOKL,21,4,40,,
JOSHI,25,14,120,,
NBL,11,45,1880,,
NBL,11,41,120,,
JFL,41,50,40,,
MEN,39,6,20,,
MEN,39,29,10,,
MEN,39,45,10,,
MEN,39,41,10,,
MEN,39,44,10,,
MEN,39,4,50,,
MEN,39,42,10,,
MEN,39,51,10,,
MEN,39,17,10,,
MEN,39,34,10,,
MEN,39,22,10,,
MEN,39,55,10,,
MEN,39,49,10,,
MEN,39,44,10,,
MEN,39,38,10,,
NIFRA,17,50,50,,
MLBL,48,58,2,,
SHIVM,45,17,200,,
SJCL,33,25,20,,
LGIL,38,28,100,,
LBBL,38,44,50,,
GUFL,21,55,40,,
GUFL,21,51,25,,
GUFL,21,28,15,,
SGI,14,17,25,,
SGI,34,17,25,,
ULI,34,47,10,,
ULI,34,19,10,,
ULI,34,36,10,,
ULI,34,16,10,,
KBL,54,46,10,,
RHPL,50,49,500,,
NHPC,25,36,153,,
NHPC,21,36,30,,
NHPC,14,36,400,,
NHPC,58,36,20,,
NHPC,38,36,197,,
GFCL,36,45,50,,
AHPC,40,5,453,,
KRBL,58,45,100,,
AKPL,58,49,10,,
NLIC,57,57,50,,
HIDCL,48,20,100,,
NUBL,16,59,90,,
NBL,16,41,20,,
JBBL,35,36,1000,,
AKPL,35,4,111,,
SINDU,45,42,40,,
SINDU,46,42,600,,
SINDU,4,42,200,,
SINDU,46,42,160,,
UMHL,59,56,100,,
HIDCL,53,20,500,,
RHPC,50,38,400,,
RHPC,39,38,100,,
RHPC,45,38,500,,
SHIVM,17,17,50,,
SHIVM,26,17,135,,
SHIVM,45,17,15,,
SHIVM,45,17,20,,
NMB,22,10,42,,
NMB,48,10,100,,
NMB,8,10,10,,
NMB,13,10,20,,
UMHL,14,56,100,,
AKPL,35,13,77,,
AKPL,36,13,33,,
UPPER,49,34,50,,
BOKL,45,32,20,,
AHPC,42,20,100,,
GBIME,17,57,127,,
UMHL,58,56,80,,
UMHL,43,56,172,,
EIC,35,33,20,,
RADHI,45,45,300,,
RHPL,43,49,300,,
RHPL,5,49,81,,
SGI,52,1,20,,
HIDCL,17,38,30,,
SADBL,59,38,20,,
SADBL,4,38,80,,
HDHPC,13,32,50,,
NLICL,36,44,200,,
UMHL,34,49,70,,
AHPC,54,20,50,,
LBBL,48,44,50,,
NUBL,49,59,60,,
HDHPC,7,57,100,,
GUFL,38,28,35,,
GUFL,38,40,65,,
MFIL,17,33,100,,
DHPL,48,26,40,,
DDBL,46,20,10,,
PMHPL,19,28,100,,
PIC,42,41,74,,
NBL,6,41,10,,
PIC,42,41,300,,
PIC,37,41,20,,
PIC,32,41,200,,
PIC,59,41,65,,
PIC,47,41,300,,
PIC,19,41,100,,
PIC,6,41,50,,
PIC,33,41,20,,
PIC,22,41,124,,
CGH,57,52,10,,
PLIC,49,4,150,,
HIDCL,25,20,80,,
SJCL,49,49,260,,
KSBBL,49,58,100,,
SJCL,49,41,20,,
KSBBL,49,1,15,,
NBB,49,6,400,,
KSBBL,49,34,320,,
KPCL,49,44,10,,
PIC,22,45,30,,
NIL,55,38,10,,
API,11,57,100,,
KSBBL,35,13,80,,
JLI,49,1,10,,
HIDCL,39,20,20,,
GIC,50,21,50,,
SHIVM,45,41,20,,
SHIVM,48,41,30,,
SABSL,58,41,88,,
LEMF,37,3,500,,
AHPC,58,20,20,,
NBB,57,6,50,,
RSDC,53,45,100,,
NBL,19,41,100,,
ULI,21,21,10,,
JBBL,3,36,70,,
UPCL,41,6,200,,
SBL,8,29,106,,
CHL,58,51,20,,
SPDL,14,57,41,,
SPDL,36,57,100,,
SPDL,29,57,89,,
SPDL,6,57,100,,
SPDL,45,57,70,,
NCCB,56,43,10,,
NTC,16,42,20,,
ALICL,59,20,320,,
ALICL,59,36,50,,
ALICL,59,57,100,,
ALICL,59,56,30,,
ALICL,59,20,500,,
BFC,59,42,100,,
NHPC,38,56,153,,
HIDCL,34,20,2000,,
JBBL,45,40,60,,
JBBL,58,40,30,,
JBBL,6,40,25,,
JBBL,28,40,85,,
AKPL,36,42,50,,
AKPL,36,50,50,,
AKPL,36,38,10,,
AKPL,36,33,57,,
LEC,50,29,10,,
LEC,50,35,10,,
LEC,50,42,40,,
LEC,50,38,10,,
LEC,50,49,40,,
AKPL,50,33,19,,
AKPL,50,39,108,,
AKPL,50,5,173,,
RHPC,56,33,46,,
RHPC,56,34,454,,
NUBL,25,59,25,,
